id	name	description	cityId
2345	月光度假酒店	地址：当阳人民大道35号（当阳）。联系电话：196-20523322 / 047-80808596。可手机自助入住，无接触开门。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。	C095
2346	璞丽度假酒店	地址：当阳解放路383号（当阳）。联系电话：132-10899459。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C095
2347	雅致度假酒店	地址：当阳朝阳街276号（当阳）。联系电话：013-25791325。设有地下停车场与充电桩。可手机自助入住，无接触开门。酒店内有健身房和洗衣房，住客免费使用。	C095
2348	月光国际酒店	地址：丹阳建设路13号（丹阳北）。联系电话：024-60220976 / 019-32955087。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。	C282
2349	桔子度假酒店	地址：丹阳解放路126号（丹阳北）。联系电话：155-84181009。提供高速 Wi‑Fi 及 24 小时热水。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。含自助早餐，菜品丰富。	C282
2350	雅致精品酒店	地址：丹阳人民大道113号（丹阳北）。联系电话：183-43068133 / 134-21980851。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。	C282
2351	月光度假酒店	地址：丹阳建设路362号（丹阳北）。联系电话：049-79396648。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。	C282
2352	星程度假酒店	地址：大英县中心路57号（大英东）。联系电话：133-98147297 / 039-37694124。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。	C261
2353	梅园酒店	地址：大英县迎宾大道132号（大英东）。联系电话：013-37727466 / 138-21649000。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。	C261
2354	丽枫酒店	地址：大英县和平路128号（大英东）。联系电话：132-36502279 / 150-18000935。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C261
2355	星程国际酒店	地址：大英县迎宾大道373号（大英东）。联系电话：150-86472732 / 182-67060753。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。	C261
2356	悦榕度假酒店	地址：繁峙县朝阳街388号（东淤地）。联系电话：134-17036273。前台多语言服务，支持行李寄存。部分房型可俯瞰城市天际线。	C124
2357	丽枫度假酒店	地址：繁峙县朝阳街395号（东淤地）。联系电话：016-57681410。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。	C124
2358	丽枫国际酒店	地址：繁峙县人民大道1号（大营）。联系电话：030-53271470。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。	C124
2359	璞丽度假酒店	地址：繁峙县和平路55号（大营）。联系电话：132-39141321 / 183-48012953。可手机自助入住，无接触开门。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。	C124
2360	丽枫精品酒店	地址：繁峙县和平路302号（大营）。联系电话：027-89907269 / 189-85778753。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。	C124
2361	月光度假酒店	地址：定远县人民大道284号（定远）。联系电话：035-43212202 / 048-40853325。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。	C198
2362	丽枫精品酒店	地址：定远县和平路116号（定远）。联系电话：040-75697482。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。酒店内有健身房和洗衣房，住客免费使用。	C198
2363	梅园国际酒店	地址：定远县解放路85号（定远）。联系电话：020-48567315 / 014-68268701。周边 500 米内即是商场与美食街。酒店内有健身房和洗衣房，住客免费使用。	C198
2364	雅致宾馆	地址：定远县建设路282号（定远）。联系电话：018-77314193 / 182-69058491。含自助早餐，菜品丰富。客房配备记忆棉床垫，保证舒适睡眠。周边 500 米内即是商场与美食街。前台多语言服务，支持行李寄存。	C198
2365	璞丽度假酒店	地址：山阴县朝阳街80号（岱岳）。联系电话：024-88340228 / 054-57096285。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。	C149
2366	璞丽宾馆	地址：山阴县迎宾大道222号（岱岳）。联系电话：197-97057841。可手机自助入住，无接触开门。周边 500 米内即是商场与美食街。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。	C149
2367	楠舍国际酒店	地址：山阴县解放路205号（岱岳）。联系电话：044-37132461 / 137-62336057。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。含自助早餐，菜品丰富。可手机自助入住，无接触开门。	C149
2368	沐兰酒店	地址：南宁解放路367号（大元）。联系电话：046-45017884 / 193-63878877。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。	C044
2369	楠舍精品酒店	地址：南宁中心路97号（大元）。联系电话：031-58955669 / 059-75023709。提供高速 Wi‑Fi 及 24 小时热水。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。	C044
2370	云栖大酒店	地址：南宁和平路71号（大元）。联系电话：135-72398701 / 133-75990064。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C044
2371	楠舍宾馆	地址：南宁人民大道358号（大元）。联系电话：153-16349703 / 137-49780770。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。	C044
2372	梅园度假酒店	地址：枣强县解放路10号（大营镇）。联系电话：194-22857946。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。	C241
2373	碧桂国际酒店	地址：枣强县中心路284号（大营镇）。联系电话：059-73644737 / 136-39525457。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。	C241
2374	柏栎大酒店	地址：枣强县人民大道300号（大营镇）。联系电话：134-10555848 / 137-18711505。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C241
2375	梅园国际酒店	地址：枣强县人民大道377号（大营镇）。联系电话：012-47467925 / 057-64130713。酒店内有健身房和洗衣房，住客免费使用。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。前台多语言服务，支持行李寄存。	C241
2376	月光大酒店	地址：朝阳人民大道169号（大营子）。联系电话：198-45269319 / 045-69898217。设有地下停车场与充电桩。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。	C150
2377	楠舍度假酒店	地址：朝阳和平路11号（大营子）。联系电话：040-20986097 / 191-68002104。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。	C150
2378	柏曼精品酒店	地址：朝阳人民大道395号（大营子）。联系电话：033-77201758 / 039-88483792。含自助早餐，菜品丰富。酒店内有健身房和洗衣房，住客免费使用。	C150
2379	璞丽国际酒店	地址：朝阳解放路324号（大营子）。联系电话：017-52543245 / 013-64380991。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。可手机自助入住，无接触开门。酒店内有健身房和洗衣房，住客免费使用。	C150
2380	柏曼酒店	地址：中宁县朝阳街308号（大战场）。联系电话：195-59283517 / 192-97092324。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。	C009
2381	云栖度假酒店	地址：中宁县和平路63号（大战场）。联系电话：044-48022255 / 048-53695999。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。	C009
2382	花筑度假酒店	地址：德州人民大道89号（德州东）。联系电话：188-53718538 / 029-44441208。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。	C122
2383	梅园宾馆	地址：德州朝阳街339号（德州东）。联系电话：132-28293253 / 159-18863994。酒店内有健身房和洗衣房，住客免费使用。距车站步行 5 分钟，交通便利。提供高速 Wi‑Fi 及 24 小时热水。	C122
2384	雅致度假酒店	地址：德州朝阳街397号（德州东）。联系电话：136-64060652 / 017-44900516。距车站步行 5 分钟，交通便利。提供高速 Wi‑Fi 及 24 小时热水。	C122
2385	枫叶宾馆	地址：德州和平路144号（德州东）。联系电话：045-59088144。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。	C122
2386	锦江国际酒店	地址：东至县建设路358号（东至）。联系电话：158-22018631 / 199-60093668。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。	C171
2387	楠舍度假酒店	地址：东至县和平路204号（东至）。联系电话：193-20048484。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。	C171
2388	柏曼度假酒店	地址：东至县人民大道157号（东至）。联系电话：041-31415206 / 182-74768493。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。	C171
2389	碧桂酒店	地址：溆浦县解放路336号（低庄）。联系电话：196-26961243 / 032-66924039。含自助早餐，菜品丰富。酒店内有健身房和洗衣房，住客免费使用。前台多语言服务，支持行李寄存。	C125
2390	梅园国际酒店	地址：溆浦县解放路46号（低庄）。联系电话：011-84333738。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。	C125
2391	雅致酒店	地址：溆浦县解放路318号（低庄）。联系电话：152-77697630。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。	C125
2392	梅园酒店	地址：闻喜县人民大道343号（东镇）。联系电话：011-56354481。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C257
2393	星程国际酒店	地址：闻喜县中心路171号（东镇）。联系电话：181-97056987。前台多语言服务，支持行李寄存。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。周边 500 米内即是商场与美食街。	C257
2394	梅园精品酒店	地址：闻喜县朝阳街312号（东镇）。联系电话：038-62529082 / 016-33853227。可手机自助入住，无接触开门。距车站步行 5 分钟，交通便利。提供高速 Wi‑Fi 及 24 小时热水。	C257
2395	柏曼酒店	地址：闻喜县中心路173号（东镇）。联系电话：024-85022998。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。距车站步行 5 分钟，交通便利。	C257
2396	星程大酒店	地址：道县迎宾大道72号（道州）。联系电话：152-67658933。含自助早餐，菜品丰富。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。	C166
2397	璞丽度假酒店	地址：道县人民大道73号（道州）。联系电话：159-73831748。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。	C166
2398	花筑精品酒店	地址：道县解放路214号（道州）。联系电话：190-42873583。含自助早餐，菜品丰富。可手机自助入住，无接触开门。酒店内有健身房和洗衣房，住客免费使用。	C166
2399	花筑大酒店	地址：繁峙县朝阳街389号（东庄）。联系电话：038-38201695 / 031-63514087。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。	C124
2400	柏栎国际酒店	地址：繁峙县建设路227号（东庄）。联系电话：135-27584015。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。	C124
2401	星程国际酒店	地址：繁峙县中心路310号（东庄）。联系电话：039-21796706。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C124
2402	丽枫大酒店	地址：繁峙县迎宾大道131号（东庄）。联系电话：051-69523933 / 183-73450850。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。前台多语言服务，支持行李寄存。	C124
2403	花筑大酒店	地址：孝义和平路327号（兑镇）。联系电话：022-27866691 / 027-59555748。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。酒店内有健身房和洗衣房，住客免费使用。	C057
2404	锦江酒店	地址：孝义和平路142号（兑镇）。联系电话：014-47378957 / 016-35453454。可手机自助入住，无接触开门。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。	C057
2405	丽枫度假酒店	地址：涉县朝阳街262号（豆庄）。联系电话：191-67558506。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C265
2406	碧桂精品酒店	地址：涉县人民大道186号（豆庄）。联系电话：044-71205349。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C265
2407	梅园精品酒店	地址：涉县迎宾大道6号（豆庄）。联系电话：040-42797585 / 015-72724682。部分房型可俯瞰城市天际线。客房配备记忆棉床垫，保证舒适睡眠。	C265
2408	璞丽国际酒店	地址：定州中心路362号（定州）。联系电话：189-27462270。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。	C027
2409	沐兰大酒店	地址：定州朝阳街392号（定州）。联系电话：023-40391123 / 157-69587801。设有地下停车场与充电桩。含自助早餐，菜品丰富。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。	C027
2410	雅致精品酒店	地址：定州和平路180号（定州）。联系电话：131-75852621 / 028-74563932。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。	C027
2411	枫叶宾馆	地址：安康中心路295号（大竹园）。联系电话：014-78965410。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。	C090
2412	星程度假酒店	地址：安康建设路74号（大竹园）。联系电话：131-80333326 / 158-79786446。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。	C090
2413	梅园精品酒店	地址：安康建设路92号（大竹园）。联系电话：029-37550428 / 014-59919147。设有地下停车场与充电桩。可手机自助入住，无接触开门。	C090
2414	雅致度假酒店	地址：安康朝阳街202号（大竹园）。联系电话：134-18521041 / 056-82702897。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。	C090
2415	雅致酒店	地址：承德县中心路227号（大杖子）。联系电话：024-69856189。距车站步行 5 分钟，交通便利。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。含自助早餐，菜品丰富。	C130
2416	月光宾馆	地址：承德县朝阳街333号（大杖子）。联系电话：185-12135111。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。	C130
2417	柏曼大酒店	地址：天津人民大道342号（豆张庄）。联系电话：052-27860977。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。部分房型可俯瞰城市天际线。	C082
2418	丽枫度假酒店	地址：天津朝阳街398号（豆张庄）。联系电话：135-84253681 / 036-61296926。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C082
2419	云栖度假酒店	地址：天津和平路282号（豆张庄）。联系电话：197-19433570。部分房型可俯瞰城市天际线。客房配备记忆棉床垫，保证舒适睡眠。	C082
2420	雅致宾馆	地址：天津解放路68号（豆张庄）。联系电话：051-20282120。周边 500 米内即是商场与美食街。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。客房配备记忆棉床垫，保证舒适睡眠。	C082
2421	枫叶精品酒店	地址：峨边彝族自治县和平路223号（峨边）。联系电话：182-33200435 / 157-22824662。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。	C019
2422	沐兰大酒店	地址：峨边彝族自治县人民大道208号（峨边）。联系电话：030-73320817。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。	C019
2423	梅园精品酒店	地址：峨边彝族自治县朝阳街260号（峨边）。联系电话：018-81904365。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。	C019
2424	璞丽精品酒店	地址：峨边彝族自治县朝阳街186号（峨边）。联系电话：020-48738602 / 014-76949966。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。	C019
2425	柏栎度假酒店	地址：滦平县和平路33号（二道沟门）。联系电话：156-61961483。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C130
2426	丽枫精品酒店	地址：滦平县朝阳街294号（二道沟门）。联系电话：025-46368472。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。	C130
2427	柏曼国际酒店	地址：滦平县朝阳街354号（二道沟门）。联系电话：139-29589937 / 195-43395246。距车站步行 5 分钟，交通便利。酒店内有健身房和洗衣房，住客免费使用。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。	C130
2428	柏栎大酒店	地址：富裕县迎宾大道283号（二道湾）。联系电话：016-78537278。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C314
2429	枫叶国际酒店	地址：富裕县迎宾大道196号（二道湾）。联系电话：020-20695240 / 132-52570302。周边 500 米内即是商场与美食街。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。	C314
2430	碧桂宾馆	地址：富裕县人民大道124号（二道湾）。联系电话：050-57414545 / 180-24810305。客房配备记忆棉床垫，保证舒适睡眠。酒店内有健身房和洗衣房，住客免费使用。距车站步行 5 分钟，交通便利。	C314
2431	锦江度假酒店	地址：伊金霍洛旗朝阳街167号（鄂尔多斯）。联系电话：048-23106984 / 056-31094613。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。	C269
2432	枫叶大酒店	地址：伊金霍洛旗人民大道83号（鄂尔多斯）。联系电话：159-50700011 / 183-35411334。酒店内有健身房和洗衣房，住客免费使用。距车站步行 5 分钟，交通便利。	C269
2433	梅园酒店	地址：伊金霍洛旗和平路142号（鄂尔多斯）。联系电话：156-83312491。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。	C269
2434	柏栎精品酒店	地址：宁城县建设路332号（二龙）。联系电话：157-57997625 / 186-67533167。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。设有地下停车场与充电桩。	C253
2435	枫叶大酒店	地址：宁城县朝阳街77号（二龙）。联系电话：030-66602863 / 031-26411557。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。	C253
2436	楠舍大酒店	地址：宁城县和平路187号（二龙）。联系电话：155-32404462 / 159-50171578。部分房型可俯瞰城市天际线。设有地下停车场与充电桩。	C253
2437	雅致精品酒店	地址：五大连池迎宾大道24号（二龙山屯）。联系电话：155-97045880 / 188-44695742。周边 500 米内即是商场与美食街。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。	C310
2438	柏曼宾馆	地址：五大连池建设路31号（二龙山屯）。联系电话：187-94884142 / 020-39771550。可手机自助入住，无接触开门。含自助早餐，菜品丰富。	C310
2439	花筑国际酒店	地址：五大连池解放路302号（二龙山屯）。联系电话：014-78479892。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。	C310
2440	碧桂宾馆	地址：峨眉山建设路129号（峨眉）。联系电话：134-39790727 / 198-91598727。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。含自助早餐，菜品丰富。设有地下停车场与充电桩。	C019
2441	丽枫酒店	地址：峨眉山和平路112号（峨眉）。联系电话：195-61677753。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。	C019
2442	花筑度假酒店	地址：峨眉山建设路385号（峨眉）。联系电话：189-52762213 / 197-28376863。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。设有地下停车场与充电桩。	C019
2443	沐兰宾馆	地址：峨眉山解放路289号（峨眉）。联系电话：199-53753441。客房配备记忆棉床垫，保证舒适睡眠。可手机自助入住，无接触开门。	C019
2444	桔子宾馆	地址：通化县解放路257号（二密河）。联系电话：132-15872263。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。	C259
2445	云栖大酒店	地址：通化县解放路256号（二密河）。联系电话：182-33829351。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。	C259
2446	桔子酒店	地址：通化县中心路47号（二密河）。联系电话：059-40281301 / 037-67408176。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。周边 500 米内即是商场与美食街。酒店内有健身房和洗衣房，住客免费使用。	C259
2447	楠舍酒店	地址：通化县迎宾大道346号（二密河）。联系电话：191-73903271 / 031-53833758。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C259
2448	璞丽国际酒店	地址：恩平建设路153号（恩平）。联系电话：197-32137163 / 050-50669829。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。	C170
2449	丽枫国际酒店	地址：恩平人民大道96号（恩平）。联系电话：159-65414120。可手机自助入住，无接触开门。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。	C170
2450	碧桂精品酒店	地址：恩平和平路73号（恩平）。联系电话：137-94292772。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。	C170
2451	沐兰宾馆	地址：恩平解放路18号（恩平）。联系电话：154-14105079 / 040-35512533。部分房型可俯瞰城市天际线。设有地下停车场与充电桩。含自助早餐，菜品丰富。可手机自助入住，无接触开门。	C170
2452	梅园国际酒店	地址：固原朝阳街339号（二营）。联系电话：182-36727464 / 132-52856959。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。可手机自助入住，无接触开门。设有地下停车场与充电桩。	C074
2453	柏栎宾馆	地址：固原建设路171号（二营）。联系电话：157-35394633。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。前台多语言服务，支持行李寄存。	C074
2454	云栖酒店	地址：固原朝阳街91号（二营）。联系电话：019-58009400 / 024-29346115。设有地下停车场与充电桩。部分房型可俯瞰城市天际线。	C074
2455	柏曼宾馆	地址：鄂州解放路171号（鄂州）。联系电话：199-15537644。可手机自助入住，无接触开门。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。前台多语言服务，支持行李寄存。	C270
2456	枫叶度假酒店	地址：鄂州中心路218号（鄂州）。联系电话：031-46387913。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。	C270
2457	柏栎宾馆	地址：福安人民大道34号（福安）。联系电话：196-44630389。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。	C087
2458	璞丽大酒店	地址：福安解放路17号（福安）。联系电话：041-52514849。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。酒店内有健身房和洗衣房，住客免费使用。	C087
2459	碧桂度假酒店	地址：福安人民大道153号（福安）。联系电话：033-49726451 / 187-57715827。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。可手机自助入住，无接触开门。含自助早餐，菜品丰富。	C087
2460	丽枫精品酒店	地址：福安解放路118号（福安）。联系电话：157-70394674。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。	C087
2461	碧桂度假酒店	地址：丰城迎宾大道382号（丰城）。联系电话：154-98871760 / 138-85817632。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。	C096
2462	枫叶度假酒店	地址：丰城和平路320号（丰城）。联系电话：017-69550088。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。	C096
2463	星程度假酒店	地址：丰城迎宾大道130号（丰城）。联系电话：158-64613241 / 181-80428129。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。	C096
2464	柏曼大酒店	地址：丰城朝阳街350号（丰城南）。联系电话：135-85829891 / 187-81160189。可手机自助入住，无接触开门。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。	C096
2465	璞丽精品酒店	地址：丰城中心路279号（丰城南）。联系电话：151-71200867 / 182-82483326。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。含自助早餐，菜品丰富。	C096
2466	梅园大酒店	地址：丰城建设路198号（丰城南）。联系电话：135-51299352。设有地下停车场与充电桩。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C096
2467	楠舍度假酒店	地址：丰城和平路373号（丰城南）。联系电话：190-91565242。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。	C096
2468	丽枫度假酒店	地址：合肥朝阳街238号（肥东）。联系电话：025-88177918。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。	C053
2469	锦江度假酒店	地址：合肥中心路46号（肥东）。联系电话：181-72082390。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。可手机自助入住，无接触开门。	C053
2470	丽枫酒店	地址：水城县朝阳街384号（发耳）。联系电话：134-37738437。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。	C033
2471	星程大酒店	地址：水城县朝阳街358号（发耳）。联系电话：134-65733180。酒店内有健身房和洗衣房，住客免费使用。距车站步行 5 分钟，交通便利。	C033
2472	璞丽大酒店	地址：水城县朝阳街107号（发耳）。联系电话：135-13933936 / 015-65740727。可手机自助入住，无接触开门。周边 500 米内即是商场与美食街。	C033
2473	雅致大酒店	地址：富裕县中心路183号（富海）。联系电话：130-60546797 / 198-16360245。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C314
2474	云栖国际酒店	地址：富裕县和平路168号（富海）。联系电话：046-45489677 / 049-78372996。客房配备记忆棉床垫，保证舒适睡眠。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。	C314
2475	璞丽大酒店	地址：富裕县中心路24号（富海）。联系电话：185-93210434。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。	C314
2476	柏曼酒店	地址：富裕县建设路134号（富海）。联系电话：157-33887794。周边 500 米内即是商场与美食街。酒店内有健身房和洗衣房，住客免费使用。	C314
2477	丽枫酒店	地址：福海县建设路349号（福海）。联系电话：191-47482815。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。	C292
